Text,Label
కెసిఆర్ అని మూడు అకరాలా పదం ఏయ్ లేకపోతే ఇవాళ వున్నా టీపీసీసీ ఎక్కడిది ఈ బీజేపీ ఎక్కడిది ఈ చిల్లర నయాలకి ఈ పదవులు ఎక్కడివి,P
ఈ చెత్తనాకొడుకుకి ఎంత దమ్మూ దైర్యం ఉంటే సనాతన దర్మాన్నట మొత్తం వీడు నిర్మూలిస్తాడట ఎవడబ్బ సొత్తుర చెత్తనాకొడక,R
టైం పాస్ రాజకీయాలు చేసే వాళ్ళు షూటింగ్ కాపులు లో వచ్చేవాళ్ళు పచ్కగె లు మాట్లాడే వాళ్ళు మేరె మ్మెల్యే గ గెలవ లేరు మీరు జగన్ అన్న ని ఎం ఓడిస్తారు,P
బొమ్మ పెట్టుకొని గెలుస్తారు చెప్పే యాదవకి బుద్ది ఉందాలి జనరల్ గ ఒక సామెత ఉంది చెప్పేవాడు చందా బాబు అయితే వినేవాడు విపి సింగ్ అని,P
తమ గ్రామంలో అన్ని మాటలువారు సగ్యతతో ఉండటం తరతరాలుగా వస్తుంది అని పళని కుమార్ అనే స్తానికుడు చెప్పాడు,N
కాస్టు ఫీలింగు ఉన్న మాట చాల వాస్తవం కానీ నాకు కాస్టు ఫీలింగ్ కమ్మోళ్లమీద ఉంది రాజులమీద కాదు,R
బాటింగ్ స్టార్ట్ చేశా అంటే లేపుకుని పోత ఒక్కకడిని,C
స్త్రీ లు కొంచెం ఓవర్ గ ఏదైనా మేకప్ ఇయినా గాని ఇంకేదైనా ఓవర్ గ చేసిన గని అట్లుంటది అంటే ఒక తప్పుడు ఉదేశ్యం తో వాలని చూడటం అనేది జరుగుతది ఇది అందరికి తెలిసినటు వంటి ఫాక్ట్ ఏ మీరు మీ యొక్క ఆభరణాలు అన్ని వేసుకొని ఊరు మొత్తం తిరగడం ఇలాంటివి వద్దు మీరు కొంచెం బాగుండండి,G
హిజాబ్ను తొలగించిన తర్వాతే విద్యార్తులు తరగతి గదులకు హాజారు కావాలి,R
శ్రీ ని శ్రీ మానభంగం చేయడం ఏమిటి అంది ఇదే సవాలింజి సంప్రకం మహిమ,G
స్త్రీ లకి విద్య హక్కు ఉంది కానీ ఎడ్యుకేషన్ కానీ కానీ మొహానికి ముసుకు కప్పుకోవడం కానివండి లేకపోతే ఆలా వాలు ముసుకు కప్పుకోకపోతే వాలాను కొట్టడం,G
క్రిస్టియానిటీ వల్ల దేశానికి ఎం నష్టం జరుగుతుందో నాకు తెల్సు ఎదర ఎం జరగబోతుందో కూడా కొంత మందికి తెల్సు కానీ కొంతమంది ఇళ్లలోంచి బయటకి రాక కొంతమంది ఆటలు అలా సాగుతున్నాయ్,R
బుద్ది లేని వాడు ఎవడు మీ జెండాలు మోస్తారు జనసేన ఎలాగా పాతిక సీట్లకి మేము కుక్కలమా దుమ్ము లేస్తే ఆ కుక్కలాగే అమ్ముడుపోయారు,P
అసలు మీరు ఒక గే ఇప్పుడు ఇంకొక గే ని ఎట్లా అయిడెంటిఫై చేసుకుంటురు,G
శ్రీ ని శ్రీ మానభంగం చేయడం ఏమిటి అంది ఇదే సవాలింజి సంప్రకం మహిమ,G
ఇస్లాంలోకి ఉన్న అబ్బాయి వేరే మతస్తురాల్ని పెళ్లి చేస్కుంటే పెళ్లి చేస్కుందామనుకుంటే మస్ట్ గా ఇస్లాంలోకి ఒచ్చితీరాల,R
చూడమ్మా నువు ఎం ఏల్ ఏ కె ఎక్కువ నీ బ్యాక్ గ్రౌంగ్ నాకు తెలుసు నా ఎక్స్పీరియన్స్ తో జుట్టు పండిపోవడం కాదు రాలి పోతుంది ఇక్కడ బయల్జెరు,P
ఒక డేటు మీరు నిర్ణయించాలి ఒక డేటు చూడాలంటే క్రీస్తుపూర్వం క్రీస్తుశకం అన్నారు అదేంటది క్రీస్తుపూర్వం క్రీస్తుశకం ఏంటి ఒక్కనిమషం ఒక్కనిమషం ఒక్కనిమషం క్రీస్తుశకం అంటే ఏంటి క్రీస్తుపూర్వం అంటే ఏంటి క్రీస్తుకి పూర్వం కూడా లోకం ఉందికదా ఆ ఉంది జనాభా ఉన్నారుకదాఉన్నారు అప్పుడికీ కొన్ని మతాలున్నాయ్ కదా మరింక క్రీస్తు ఎక్కడ్నించి ఓచినట్టు భూమి అప్డు గుర్తొచ్చిందా యేసుకి,R
హిందూ తర్మాన్ని ఎవరేమన్నా కూడా వాడికొచ్చే ఒకేఒక ఆలోచన నన్ను ఎవడూ ఎం పీకలేడు,R
అంటే ఈ భారతదేశాన్ని కూడా లవ్ జిహాదీ పేరుతో నెమ్మది నెమ్మదిగ హిందువ అమ్మాయిలందర్నీ నెమ్మదిగా మీ మతాల్లో చేర్పించేసి ఈ భారతదేశంలో ఉండేటువంటి ఒక్క హిందుత్వాన్ని ఈ దేశంలో మిగిలేటువంటి ఒకేఒక హిందుత్వాన్ని ఈ దేశాన్ని కూడా మీరు షరియా చెట్టాలతో రకరకాలుగా మీరు చూపించి ఈ దేశాన్ని కూడా ముస్లిం కంట్రీగా చేస్తామని మౌళీలు ప్రకటిస్తున్నారు,R
ఈ కాలంలో మీరు ఒకసారి ఒబ్సర్వ్ చేయండి మన స్టేటులో ఉన్న పొలిటికల్ సీనారియో ని ఒబ్సర్వ్ చేయండి ఎవరైతే హిందుత్వానికి వ్యతిరేకంగా మాట్లాడుతున్నారో అలాంటి వాళ్ళ డేట్లు తీస్కుని ఇంటర్వ్యూ లు తీస్కునె జమానా ఒచ్చిందికానీ అదే సనాతనదర్మ అంటే ఇతర దర్మాల గురించి వ్యతిరేకంగా మాట్లాడితే వాళ్ళ తలనరికి రోడ్డు మీద పడ పడేసే పరిస్తితుంది,R
అప్డేంటీ వినాయకుడు ఇపుడేంటి యిప్డు ఎవరు ఎవరు దూరంగా ఎంత తొందరగా ప్రపంచం చుట్టి ఒస్తారంటే వినాయకుడేమో మదర్ చుట్టూ పరిగెట్టి అంతకన్నా మానిప్యులేషన్ ఉంటుందా ఎపుడైనా అదీ ఇపుడు తను పొట్టేస్కున్నాడు కాబట్టి తను పరిగెట్టలేడు,R
నిన్ను గుడ్డ పగలదెంగుతా ఆంటీ నువ్వు పోలీస్ స్టేషన్ లాకివెళ్ళి సైబర్క్రైమ్కికివెళ్ళి పోలిసుల దెగ్గర ఇదేంటీ కంప్లైంట్ ఇచ్చుకుంటున్నావు కదరా,C
ఈ మనిషి పిచ్చి హొస్పెత్రికి అర్జెంటు గ ఈ మనిషిని పిచ్ హొస్పెత్రికి చూపించక పోతే సామగానికి రాష్ట్రానికి అత్యంత హానికము,P
శ్రీరామ్నవమి యాత్రలు చేస్తే రాళ్ళురుగుతున్నారు ఆ ఆ అసాందిక శక్తులు పెట్రేగిపోతున్నాయి అదే ముస్లింల పండగలకి ఎక్కడికైనా హిందువులు ఎక్కడికైనా ఆకంఠపరుస్తున్నారా ఎందుకు ఈ ద్వేషం హిందూ సంస్తలపైనా హిందువు వ్యక్తులపైన హిందుత్వం పైన ఎందుకీ కుట్రలు చేస్తున్నారు ఈ భారతదేశంలో జీవిస్తున్నారు ఈ భారతదేశంలో అందరితో సహజీవనం చేస్తున్నారు సహజీవనం చేస్తూ కూడా ఎందుకు విషాన్ని చిముతున్నారు ఇలాగ చేస్తే మీకేమొస్తుంది,R
భారతదేశాన్ని మేము రానున్నరోజుల్లో ఇది ఇస్లాం దేశంగా మేము ప్రకటిస్తాం,R
వాళ్ళ నానా బొమ్మ పెట్టుకొని వాడు గెలవాలే విల్లా ఇద్దరి బొమ్మ పెట్టుకొని మందికి మందికి అసెంబ్లీ స్తానాలు పార్లమెంట్ స్తానాలు ఇంతే మంది గెలిచారు మంది ఓడిపోయారు ఇంతమంది ఓడిపోతే అయిడీ బొమ్మ పెద్ద దివ్యమంగళ విగ్రహం అని దివ్యమంగళ స్వరూపం అని,P
అవారికిన సరే ఎప్పుడు ఎక్కడ ఎలా మాట్లాడాలి అనే విష్యం తెలిసుండాలి ఆలా తెలుసుకుంటే మీ నుండి సక్సెస్ నీ దూరం చేయడం ఎవరి వాళ్ళ కాదు,N
మహిళా విద్య వత్తుల్రరు అయితే ఇల్లు గృహంగృహంతో పట్టు ఆహ్ గ్రామమం ఆహ్ దేశం అనికూడా ఒక మహిళా అత్యదిక పోస్టులో ఉందంటే ఆహ్ దేశం కూడా అభిరుద్దిలోకి వస్తది కాబట్టి మహిళకు మనం ఎంత ప్రోత్సహం ముఖ్యం గ రాగకీయంగా ప్రోత్సహం ఇవ్వాలి ఎందుకు అంటే రాయకీయంగా ముందుకు వచిన్నపుడే వాళ్ళ చేస్తులో పవర్స్ ఉన్నపుడే మనం నలుగురికి సహాయపడగలిగే ఇది ఉంటది,N
భారతదేశాన్ని మేము రానున్నరోజుల్లో ఇది ఇస్లాం దేశంగా మేము ప్రకటిస్తాం,R
ఏదో సాదించాలి అని కల్లలుకన్నా ఆ కలని నిజం చేసుకోవాలని డొక్కు సైకిల్ ఏసుకొని సిటీకొచ్చ సిగ్గుపడకుండా చేతికి దొరికిన పన్నల్లా చేసా పట్టుదలతో సాదించా ఇదంతా ఏదో నా గొప్ప తనానిగురించి చెప్పుకోవాలని కాదు అయ్యా మనిషి తలుచుకుంటే సాదించలేనిదంటూ ఏమి ఉండదు అని నన్ను గురించి చెప్పుకోవాలి నా జీవితాన్ని నాకు లభించినా ఈ అవార్డుని చూసి యువత ఇన్స్పైర్ కావాలన్నది నా కళా,N
చూడు భాగీ అందంగా ఉండటం అంటే మనకి నచ్చేలా ఉండటం ఎదుటివారికి నచ్చేలా ఉండటం కాదు,N
ఈ రకమైనటువంటి ఈ అసమానత్వం ఉండేటటువంటి ఈ సమాజం లో మల్లి ఆడపిల్ల కుకుండా నెం న కంటి తో చూస్తున్న మగవాడు అనుభవిస్తున్నటువంటి ఈక్వాలిటీ అనేది ఆ పోసిషన్ లేదు కబ్బట్టీ ఆడపిల్ల ఆడవాళ్లు అంత కొడుకు కావాలని అనుకుంటారు,G
ఏసు రక్తం అంట ఏసు ఉచ్చనేంకాదు దీని తల్లి తలకాయలో నా బొలకాయ్,R
నువ్వూ హిందుస్తాన్ నువ్వూ నాస్తికుడవు కదా ఒక్క నిమిషం ఉండు నాస్తికుడవు అంటే దేవుడ్ని నమ్మనడవు కదా నువ్వూ ఒక హిందూవ దేవుడ్ని నమ్మనడవ క్రీస్తువను నమ్మనడవ నువు ముస్లిమను నమ్మనడవ ఎవర్నివి అస్లనువు ముగ్గుర్ని నమ్మనండి ముగ్గురని నమ్మనప్డు ఎందుకరా హిందువుల గురించి ఎందుక్క్రా మాట్లాడ్తావ్ నువూ వాళ్ళ గురించి ఎందుకు మాట్లాడావ్ నువూ,R
ఆ మరి నువ్వు మా అమ్మని తిట్టలేదారా ఎర్రిపుక నువ్వు మా అమ్మని తిట్టలేదారా లంజాకొడకా నువ్వు మా అమ్మని తిట్టలేదారా నువ్వు మరియాదగా సారీ చెప్పు మల్లి పతిపుకు నాటకల్లు అడవుఅనుకో నెల నాకిచ్చేస్తాను నీతో,C
నిజంగా మణం పుట్టుకతో సంబందం లేకుండా మనిషి వ్యక్తిత్వాన్ని గౌరవిచ్చే సమాజం కావాలంటే నువ్ ఎవరి కొడుకువి ఎవరి కూతుర్వి నీ ఇంటిపేరేమిటి మీ తాత ఎవరూ మీ కులం ఏమిటి అసలు ఈ ప్రశ్న రాకూడదు,N
ముందు నీ గుద్ద నువ్వు కడుక్కో నా గుద్ద కడగడం కాదు నీ బతుకు నువ్వు చూసుకో,C
ఎలకన్ ముందు మనం జనాలకు వేళ్ళు అయితే తరువాత వాళ్ళు మనకి ఏళ్ళు ఇస్తారు డెమోక్రసీ అంటారు ఇంగ్లీష్ లో దీన్నే వోట్ కి వెయ్యి పెచండి పని జరిగిపోతుంది,P
ఒక అబ్బాయి అంటే గే ఇయినా అంత మాత్రాన ప్రతి ఒక్క అబ్బాయి లతో పాడుకోవాలి సెక్స్ చేయాలి అన్న మైండ్సెట్ తోనే అతను వచ్చి చెప్పగానే నేను దూరం వెళ్ళిపోతాను నన్ను టచ్ చేయదు నువ్వు టచ్ చేయగానే నేను కూడా గే ఇయిపోతానన్న,G
బట్టలు విప్పేస్తున్నారంటే ఎందుకు వెప్పేస్తునాం అంటే అరె మొగుడా అంటారు మెం మొగవాళ్ళమో ఆడవాళ్ళమో చేపించులోవాలి,G
అసలు ఎం మాట్లానము ఎం మానిఫెస్ట్ లో చేపినము ఎం చేతునము అయన ఎం మాట్లాడుతున్నాడు రొంతైనా బుర్ర ఉందా ఆయను ఏమైనా నిజమ్గా పిచ్ హొస్పెత్రి నుంచి ఈ మనిషిని తీసుకొచ్చి అసెంబ్ల్య్ లో ఎం చేస్తున్నారు అదేక,P
ఆడదానికి స్వేచ్చ అంటే ఏమిటి స్వేచ్చ అంటే షార్ట్స్ వేసుకొని పబ్ కు వెళ్లి డాన్స్ చెయ్యడమ అర్దరాత్రి రాడ్డు పై తిరగడమ అసలు సమస్య ఎక్కడ వస్తుంది,G
ఏమే శ్వేతా చౌదరీ నీ మొహం గేదె గుద్దా పక్కనా పెడితే గేదె గుద్దా అందంగా కనపడతాతికాదే,C
రేయ్ కొత్తగా మొలిసిన ఆతులు బలిసినాయి ఏంట్రా పూకా,C
మరి ఇలాంటప్పుడు తల్లితండ్రులకి కంట్రోలు ఉండదు ఆడపిల్లలు అణిగిమణిగి ఉండవలసిన అవసరాం బొత్తిగా లేదు,G
ఇప్పుడు మీరు అన్నారు ట్రాన్సగెండెర్ అని తెలిస్తే నే ఈ ప్రాబ్లెమ్,G
సిగ్గు సరం అనిపించాలికదా కాస్త కాకపోయినా కాస్త కాకపోయినా కాస్తన్నా ఎం జనమేతావు మనిషి జనమేనా,C
తల్లి కాంగ్రెస్ పిల్ల కాంగ్రెస్ అనేటప్పుడు అమ్మమ్మ కాంగ్రెస్ చంద్ర బాబు నాయుడు కాంగ్రెస్ నుంచి వచ్చాడు మా అందరికి సీనియరు మమ్మల్ని వేలు పెట్టి చూపించేటప్పుడు నాలుగు వేళ్ళు వాళ్ళ వైపు చూపిస్తున్నాయి అని కూడా వాళ్ళు గుర్తుపెట్టుకోవాలి,P
నీ యమ్మ నాకు తిక్క దెంగింది అంటే నీ తలకాయ పగలకొట్టి పుచ్చకాయ అని చెప్పి అమ్మేస్తా గూఢముస్కోని జిందాబాద్ కొట్టు,C
లంజా కొడకా లంజల్ని నీ అమ్మ ఎంతమందితో దెంగితే పుట్టిన నీతిమాలిన కొడకా తెర వెనకలు ఉండి ఆటాడుతున్నావే నువ్వు నన్ను స్టోర్ చేసి నన్ను లంజా అంటే నిన్ను బూతులు తిట్టకుండా నీ మడ్డ కాడ ఆపుదాం అనుకున్నావా రా పూకు నా కొడ,C
చూడు భాగీ అందంగా ఉండటం అంటే మనకి నచ్చేలా ఉండటం ఎదుటివారికి నచ్చేలా ఉండటం కాదు,N
ఓటుకు నోటు కేసులో దొంగల దొరికిపోయిన చంద్రబాబు పిల్లనిచ్చిన మామగారికి వెన్నుపోటు పొడిచి ఎమ్మల్యేలు మంత్రులని ఎత్తుకుపోయి వైస్రాయ్ లో చెప్పులు వేయించిన వాడు అస్సలు రాజకీయల్ని డబ్బుతో బ్రష్టు పట్టించి పక్క పార్టీ లో గెలిచినా వాళ్ళని డబ్బు పెట్టి కొనే ఈ పెద్దమనిషి,P
అదేక అందుకే అంటే ఈ మనిషిని పూర్తిగా అప్పర్ కంపార్ట్మెంట్ లో పోయింది అదేక లేదు మనిషి ఇక్కడ లేదు ఇంకడా ఈ మనిషి తెలుగు దేశం పార్టీ లీడర్ గ పెట్టుకుంటే,P
అరె మూగోడు మూగోడు కలుసుకుంటే నువ్వెట్లా పుట్టావ్రా అయ్యప్ప సామియే శరణం అయ్యప్పో మా కొంపా ముంచినవ్రా అయ్యప్ప,R
పోనీ అతడేదో అవలకణాలుంటే అవమానిస్తే పర్వాలేదు పుట్టుకను బట్టి అవమానించడం ఏదో కులం తక్కువవాడు అంటూ ఎంత దౌర్భాగ్యమైన మాటది కులం తక్కువేటి ఎక్కువేఠండి అర్దంలేని మాట వృత్తుల్ని బట్టి ఏర్పడ్డాయి అందరూ తలో పని చేయాలి ఆ వృత్తుల్లో వారు ఉండాలంటే ఆ వృత్తికి తగినట్టు గౌరవం ఉండాలి గౌరవం లేనప్డు ఆ వృత్తిలో ఎందుకు ఉంటారు అసలు అందుకే ఆ కులాన్ని బట్టి అగౌరవించేటువంటి విషయం ఉందే కులం తక్కువ కులం ఎక్కువ అనే మాట్లే వదిలేయాలి అసలు వారి ఎవరి ఆచారాలు వారు పాటిస్తారు తప్ప అంతేకాని ఉన్కోకల్ని అవమానించాల్సిన పనేముంది మీరు తక్కువంటూను,N
నువ్వు మోగానివి కదా ర మోగానివి మోగ తీరు వాడి లేక్క గేమ్ ఆడ లే,G
ఆ రోజు నుండి గౌరీ తన టీషోప్ లోనే అందరికి గైడెన్స్ ఇవ్వడం స్టార్ట్ చేస్తాడు ప్రతిఒక్కలకి వచ్చిన డౌట్స్ క్లారిఫ్య్ చేస్తూ ఉంటాడు తను చేసిన తప్పులే మిగితా ఎవరు చేయకూడదని అక్కడికి వచ్చిన ప్రతి స్టూడెంట్కి గౌరీ అన్న ఒక బ్రిడ్జిల ఉండి యూపీఎస్సీకి గేట్స్ తెరుస్తాడు,N
కట్టుకున మొగునికి కంపు కొట్టే చీరెను కట్టుకొని మూడ్ చెడగొట్టడం ఇలాంటి డ్రెస్ లు వేసుకొని ఊర్లో వాలని రెచ్చగొట్టడం ఎందుకు ఎందుకు చెప్పు అందరు నిన్ను చూడాలి అనేగా అందరూ నిన్ను కోరుకోవాలి అనేగ ఎం చేయమంటావ్ నాకు నిన్ను చూసి కోరిక కలిగింది అందుకే ఆశ గ వచ్చాను ర ర రెండే నిమిషాలు రెండే నిమిషాలు ప్లీజ్ ప్లీజ్ నీకు కోరిక ఉంది నువ్వు అభద్దం ఆడుతున్నావ్ రా,G
ప్రపంచంలోనే ఏ దర్శకుడుకూడా ఇంత గొప్పగా ఇంత అందంగా మహిళా యొక్క నాజస్వరూపాన్ని అయన చూపించలేదంట ఈయన మహిళలని దేవతలుగా కొలుస్తారు కాబట్టి అంత బాగా నగ్నంగా అందంగా చూపించగలుగుతాడంట,G
వాడి కతలు ఏంటో వాడి భాష ఏంటో వాడుఏంటో ఒరేయ్ పూకేష్ గా నీ అమ్మ లంజాకొడకా నీ,C
ఈ వీడియో కొంతమంది లంజలకి కొంతమంది లంజా కొడుకులు కి మాత్రమే సరైన,C
నేన్ పాపినో కాదో నాకు తెలుత్తుంది నేన్ ఇయాల ఒకడ్ని అకారణంగా చిన్నపిల్లాడ్ని కొట్టాననుకో అయిదు నిముషాలు తర్వాత నేను బాదపడ్తాను ఈడ్ని అనవసరంగా కొట్టాను కుర్రోడు చెప్తే అర్దమవుతుంది అని నాక్ నేను బాదపడ్తాను నాలో యేసు లేడు నేన్ యేసుని నమ్మను నాకెందుకు తెల్సింది నేనెందుకు ఉప్పుకోవాలి అంతరాత్మకి తెలుత్తుంది భగవంతుడు ఎవడికైనా ఇక్కడే ఉంటాడు నీ దేవుడు నీకు నచ్చాడు నువ్ నీ ఏరియాలో చెప్పుకో నీకు ఇక్కడ సంబందమేంటి ఎవడున్నాడు ఇక్కడ హిందువలు ఒక్కడు మాయన్న ఉన్నడా ఇక్కడ,R
సిగ్గు ఉండాలి ఇంకా సిగ్గు లేకుండా కాంగ్రెస్ కండువా కప్పుకుని ఈరోజు రామ మందిరానికి వ్యతిరేకంగా మాట్లాడుతున్నారు అంటే బిడ్డ తురకలు తెస్తా ఒక్కొక్కడివి తురకలు తెస్తా ఒక్కొక్కడివి,P
గుద్ద ముయ్యి నువ్వు లంజ అంత చేసిదెంగి మళ్ళా మాట్లాడతావ్ నువ్వు,C
జనసేనలో కానీ తెనుగుదేశంలో కానీ ఎవడు వున్నా ఎవడు పోయిన ఎవడు తన్నులుతిన్నా ఎవడు కొట్టుకున్న ఎవడు తిట్టుకున్నా ఎవడు బతికి వున్నా ఎవడు చచ్చిపోయిన చంద్ర బాబుకి పవన్ కళ్యాణ్ కి ఎలాంటి సంబందం లేదు,P
నేను ఇప్పుడు ఈ ఎర్రిపుకు గడు ఉన్నాడు కదా వాడ్ని అడ్డంగా కోసి కారం పెడతా,C
కోజ్జనకోడక,G
నౌ ది కెప్టెన్ అఫ్ ది షిప్ స్ స్ రాజమౌళి ది విసినరీ ది టార్చిబ్రేరేర్ అలాట్ వస్ రైడింగ్ ఆన్ హిం బాహుబలి లాంటి విజయం తర్వాత వస్తున్నా సినిమా కాబట్టి డబ్బులు పెట్టిన ప్రొడ్యూసర్ కారియర్ ప్రైమ్ టైం లో నాలుగు ఏళ్ళు నీకే అని ఇచ్చిన హీరోలు వాళ్ళ ఫాన్స్ తన మీద పెట్టుకున్న నమ్మకం ఆ బరువుని మోస్తూ,N
రెండువేల పంతొమ్మిది ఎన్నికల తరువాత తెలుగుదేశం పార్టీ ఓడిపోయినా తరువాత మల్లి ఈ కరకట్ట మీద నుంచి పారిపోయి ఇల్లు కట్టుకున్న జంపింగ్ జపాంగ్ ఎవరు చంద్రబాబే కదా కాబట్టి ఊరకుక్కలు పంది కుక్కలు పిచ్చి కుక్కలు పచ్చ కుక్కలు,P
లైఫ్ లో ఫ్రెండ్స్ చాల ఇంపార్టెంట్ పాజిటివ్ అట్టుడుడి ఉన్నవాలతో ఫ్రెండ్షిప్ చేయండి నెగిటివ్ న కొడుకులు మనకి వద్దు కూర్చుంటే తాగే ఫ్రెండ్స్ కావాలగాని తాగడం కూర్చుందే ఫ్రెండ్స్ ఒద్దు,N
ఈ గుడి నా కులపోళ్ళకోసమే కట్టుకున్న నాతో పాటు నా కులపోడ్ని తప్ప ఎవ్వర్నీ ఈ గుడిలోకి రానివ్వను కావాలంటే హైకోర్టులో కేసు వేస్కో ఓయ్ జడ్జిగారిని కూడా కులం అడిగాకానే సమాదానం చెప్తా,R
హిందూ తర్మాన్ని ఎవరేమన్నా కూడా వాడికొచ్చే ఒకేఒక ఆలోచన నన్ను ఎవడూ ఎం పీకలేడు,R
ప్రపంచంలోనే ఏ దర్శకుడుకూడా ఇంత గొప్పగా ఇంత అందంగా మహిళా యొక్క నాజస్వరూపాన్ని అయన చూపించలేదంట ఈయన మహిళలని దేవతలుగా కొలుస్తారు కాబట్టి అంత బాగా నగ్నంగా అందంగా చూపించగలుగుతాడంట,G
దెంగేయ్ ఎం పీకినవ్ రా ఎం పీకినవ్ రా గుద్దల పీకినవ్ లాస్ర్ కి,C
రేట్ ఎంత పదిహేను వేలు ఆ పదిహేను వేల ఓయ్ న్వెమైన టైటానిక్ హీరోయిన్ వి అనుకుంటున్నావా నేను అనవసరంగా టైం వేస్ట్ చేసేవాడిని కాదు,G
కోజ్జనకోడక ఎందుకు రా అప్పుడే హాకింగ్ నా కొడుకులు దిగినారు గుద్దలు పెడతా నోట్లో ఒక్కొక్కడికి మొడ్డ కూడా పీకలేరు నావి,C
