Text,Label
നാണവും ഒളുപ്പുമാണ് വേണ്ടത് ഭയമല്ല നിനക്ക് തേറ്റി നിനക്ക് നാണവുമില്ല ഒളുപ്പുമില്ല എന്തുവാ,C
തേറ്റ് മാത്രം കാണുകയും കുറ്റം പറയുകയും ചേയ്യുന്ന അതിൻറെ അടിസ്ഥാനം അസൂയയാണ് എനിക്ക് എല്ലാം അറിയാം എന്ന ചിന്ത പരാചയത്തിലേക്ക് എനിയും ഒരുപാട് പഠിക്കാനുണ്ട് എന്ന ചിന്ത വിചയത്തിലേക്ക് നയിക്കും,N
ചൻഡർ ന്യൂട്രാലിറ്റി തേറ്റായ സന്ദേശം നൽകുന്നു,G
ആഞ്ഞൊരു ആഞ്ഞ് അനക്ക് വേണ്ടിയിട്ട് തൊപ്പിക്ക് വേണ്ടിയിട്ട് ആഞ്ഞൊന്നു മുക്കിക്കോ,C
സംഘപരിവാർ ആണ് ഈ രാച്യം ഹിന്ദുക്കളുടേത് മാത്രമാണ് എന്നു പറയുക മാത്രമല്ല ഈ രാച്യത്തേ ഈ രാച്യമായി അംഗീകരിക്കാത്ത,P
മതസൗഹാർദ്ദത്തേ എഷ്ടപ്പേടുന്നില്ല അതിനേ അംഗീകരിക്കുന്നില്ല അത് ഒരിക്കലും ഒരു മതവും സപ്പോർട്ട് ചേയ്യാത്ത കാര്യമാണ്,R
യുദ്ധം നിർത്തേടാ മൈരേ യുദ്ധം നിർത്തേടാ തേണ്ടി,P
മഹാനായ ഒരു എസ്ലാമിക പണ്ഡിതൻ ഗ്യാൻ എന്ന് പറഞ്ഞാൽ ഒറുദുവിൽ ച്ഞാനി എന്നാണ് ച്ഞാനിയായ വാപ്പി എന്നുപറയുന്ന ഒരു മഹാന്റെ പേരിൽ പണിയപ്പേട്ട ആ പള്ളി കേത്രമാണേന്ന് പറഞ്ഞ് ഔറംഗസീബ് കേത്രം പൊളിച്ച് അത് പള്ളിയാക്കിയത്,R
എന്നിട്ടാണോടാ നീ എത്ര ചേറ്റത്തരം കൊണ്ട് എറങ്ങുന്നേ നാട്ടുകാരുടേ നേഞ്ചത്തു കയറാൻ നീ എന്താ എവിടേ വന്നു കയറി കളിക്കുന്നേ അന്യസംസ്ഥാന തൊഴിലാളിയാണ് കേട്ടോ നീ കേരളത്തുവന്നു നീ വിളയാടുകയൊന്നും വേണ്ടട്ടോ നീ അത്ര വലിയ ആളൊന്നുമാകേണ്ട എവിടേ കിടന്ന്,C
നോക്കി കഴിഞ്ഞാൽ നമ്മുടേ ഭരണത്തിൽ മുഴുവൻ നമ്മൾ കാണുന്നത് അഴിമതി ആക്രമം അവസരവാദം അഹങ്കാരം,P
ഒപ്പം ഒണ്ടാക്കാൻ കുറേ കാര്യങ്ങൾ ഒണ്ട് അതിലേ പിന്നേ പറഞ്ഞാൽ തീരാത്തത്ര,N
എന്ത്യയില്ലാതായി എന്ത്യയുടേ ചനാധിപത്യം മതനിരപേക ഒള്ളടക്കം തകർന്നു,P
ഒന്നിനേയും കൂടുതൽ ആശ്രയിക്കാതേ എരിക്കുക ഒരിക്കൽ അതിനേ എല്ലാം മാറ്റി നിർത്തേണ്ടി വന്നു,N
എറ്റവും അടുപ്പമുള്ളവരാണ് അതിസമർഥമായി ചതിക്കുന്നത് എറ്റവും കൂടുതൽ സ്നേഹിക്കുന്നവരാണ് ആഴത്തിലുള്ള മുറിവുകൾ സമ്മാനിക്കുന്നത്,N
അതേപോലേതന്നേ ഈ വർഗീയതയുടേ പേരിൽ അല്ലേങ്കിൽ വിഭാഗീയതയുടേ പേരിൽ യുദ്ധം ചേയ്യുന്ന വനും,R
കേരളത്തിൽ വരെ പേണ്ണുങ്ങൾ പറയുകയാണ് എനിക്ക് എൻറെ കൂട്ടുകാരിയോ മുത്താണ് ചീവിതം വേണ്ടത് ആണിന് ആണാണ് വേണ്ടത് ഈ രൂപത്തിലുള്ള പൈശാചികമായ പ്രവർത്തി,G
വർഗീയതയുടേ പേരിൽ യുദ്ധം പറഞ്ഞതിൽ നടന്നതിന്റെ പേരിൽ ഒരുത്തൻ കൊല്ലപ്പേട്ടാലും ആ കൊല്ലപ്പേട്ട മനുഷ്യൻ മുസ്ലിമാണേന്ന് പറയാൻ യോഗ്യനല്ല എന്നാണ് പറയുന്നത്,R
നാറി നിന്നേ എനിക്ക് വേട്ടി കീറാനുള്ള ദേഷ്യം ഒണ്ട്,C
നട്ടേല്ലില്ലാന്നുണ്ടേങ്കിൽ തയ്യത്താണേങ്കിലും നമുക്കിപ്പോൾ എന്തു ചേയ്യാൻ പറ്റും,C
എസ്ലാം വളരെ ഗൗരവത്തോടുകൂടി പറഞ്ഞ ഒരേ ലിംഗത്തിൽ പേട്ടവരോട് ലൈംഗികമായ അബിനിവേശം തോന്നുകയും ഒരേ ലിംഗത്തിൽ പേട്ടവരുമായി ലൈംഗികമായി ബന്ധം പുലർത്തുകയും ചേയ്യുന്ന എറ്റവും മ്ലേച്ഛമായ പ്രവർത്തി,G
അങ്ങനേ നീ എപ്പോഴും ഹാപ്പി ഒണം സ്കൂൾ,N
ആദ്യം എൻഡിഎഫിൽ തുടങ്ങിയിട്ട് ചേറുപ്പക്കാരായ ആളുകൾക്ക് ട്രെയിനിങ്ങുകളും പണവും ആയുധങ്ങളും ഒക്കേ അവർക്ക് കൊടുത്ത് അവരെക്കൊണ്ട് ആളുകളെ എവർക്ക് വൈരുദ്ധ്യമുള്ളവരെയും വിരോധമുള്ളവരെയും കൊല്ലിക്കും,P
ആളുകൾ നിങ്ങളെ ഒഴിവാക്കിയാൽ അസ്വസ്ഥരാക്കുന്നു കാരണം നല്ല കാര്യങ്ങൾ താങ്ങാൻ കഴിയാത്ത ആളുകൾ അത് നിരസിക്കുന്നു,N
അങ്ങനേ പൂചയുടേയോ നാറിയ പൂചയുടേ ആവശ്യമില്ല ഈ രാച്യത്ത് നാറിയ പൂചയുടേയോ പുരുഷപൂചയുടേയോ,G
ഭൂതകാലത്തിൽ വസികരുത് ഭാവിയെക്കുറിച്ച് സ്വപനം കാണരുത് വർത്തമാനകാലത്തിൽ മനസ്സിനേ കേന്ദ്രീകരിക്കുക,N
ഹിന്ദുക്കളെ മാത്രം ഒരു തരം താഴ്ന്ന സംസ്കാരത്തിലേക്ക് താഴ്ത്തിക്കൊണ്ട്,R
അതിനേയും കാട്ടിലും ആയിരം പത്തായിരം മടങ്ങ് ഒരാളെ സാമാനം മുറിച്ചുമാറ്റി മോഡിഫൈ ചേയ്യുന്നത്,G
എനിക്ക് ആരുടേയും ആവശ്യമില്ലേന്ന് അഹങ്കാരവും എല്ലാവർക്കും എന്നേ ആവശ്യമായി വരുമേന്ന് വ്യാമോഹവും പാടില്ല,N
മനസ്സാകിക്കു നിരക്കാത്ത ഒന്നും ചേയ്തിട്ടില്ല എന്ന ഒത്തമ ബോധ്യം ഒണ്ടേങ്കിൽ മറ്റുള്ളവരുടേ ശത്രുത ഗൗനിക്കേണ്ട എല്ല എല്ലാവരെയും തൃപ്തിപ്പേടുത്തി ചീവിക്കാൻ ആർക്കും കഴിയില്ല,N
കണ്ടാലും നിന്റെ പുഞ്ഞാണി പൊന്നാനി നോക്കിയിട്ട് എങ്ങനേ ഒരു കൊട്ട് തന്നാൽ ഒണ്ടല്ലോ നീ മല നടിച്ച് വീഴത്തേയുള്ളൂ,C
താച് മഹൽ തേചോ മഹാലയം ആണേന്ന് അപ്പോൾ നമ്മളെല്ലാവരും മൂക്കത്ത് വിരൽ വേച്ച് എവൻ ഭ്രാന്തനാ ആണല്ലോ എതിന് എന്തിനാണ് മറുപടി പറയേണ്ടത് എന്ന്,C
നിങ്ങൾ എൽചിബിടി അംഗീകരിക്കുമോ ഞാൻ പറഞ്ഞു ഞാൻ അംഗീകരിക്കില്ല എന്ന്,G
നമ്മുടേ ടിപ്പുസുൽത്താൻ എന്ന് പറഞ്ഞ കൊള്ളക്കാരൻ,R
രാച്യത്തിൻറെ തേരുവോരങ്ങളിൽ മുസ്ലിം പ്രബന്ധങ്ങൾ കുന്നു കൂട്ടി കൊണ്ട് മുസ്ലിം മനുഷ്യരെ മുസ്ലിം വ്യാപാര സ്ഥാപനങ്ങളെ ആക്രമിച്ചുകൊണ്ട് കലാപത്തിന് തുടക്കം കുറിച്ചു,R
എല്ലാം കിട്ടുമേങ്കിൽ പിന്നേയും പിന്നേയും ചോദിക്കണം ഊളെ എന്തുവാ വേണ്ടത് എന്തുവാ വേണ്ടത് എന്ന്,C
ഫാസിസ്റ്റുകൾ എതിനേതിരെ ആരോപണം ഒന്നയിച്ചിരിക്കുന്നു,P
അമ്പലത്തിന്റെ എന്ന പദത്തിൻറെ അർത്ഥം പോലും അറിയാത്ത ഒരു ഒരു സമൂഹമായി അവർ മാറിപ്പോയി,R
അദ്ദേഹത്തിൻറെ ഒദ്ദേശം എന്താ അദ്ദേഹത്തിന് ഒറ്റ ഒദ്ദേശമേ ഒള്ളൂ എങ്ങനേ അടി ഒണ്ടാകിയ രണ്ടുപേരെയും കൂട്ടത്തിൽ കിട്ടണം,P
കുറേയെണ്ണത്തിനേയും വാടകക്കേങ്ങാണ്ട് വിളിച്ചോണ്ട് വന്നേക്കുവാ നാണവും ഒളുപ്പുമില്ലാത്തവൻ,C
മനസ്സറിഞ്ഞു സ്നേഹിച്ച ഒരാളെയും മരിക്കുവോളം വേറുക്കാൻ കഴിയില്ല പകരമായി എത്തുന്നവർ ആരും പകരം വേക്കപ്പേടുകയും എല്ല,N
വർഗീയതയുടേ പേരിൽ യുദ്ധം പറഞ്ഞതിൽ നടന്നതിന്റെ പേരിൽ ഒരുത്തൻ കൊല്ലപ്പേട്ടാലും ആ കൊല്ലപ്പേട്ട മനുഷ്യൻ മുസ്ലിമാണേന്ന് പറയാൻ യോഗ്യനല്ല എന്നാണ് പറയുന്നത്,R
മധ്യസ്ഥം നടത്താൻ എറങ്ങി നമ്മള് കണ്ടതാണ് എന്ത്യയിലേ കോടതി മധ്യസ്ഥത്തിനിറങ്ങി കോടതിക്ക് മധ്യസ്ഥത്തിന്റെ വല്ല റോളും ഒണ്ടോ,P
കുണ്ടി കൊലഞ്ഞത് നായിൻറെ മോനേ റോങ് നമ്പർ തന്നു,C
ആർ വി ബാബു എന്നു പറയുന്ന മുസ്ലിം വിരോധി ഈ സമയത്ത് എതിനേ അതിനുവേണ്ടിയാണ് ഒപയോഗപ്പേടുത്തുന്നത്,P
എതൊക്കേ വലിയ സുകൃതമായി വിശ്വസിച്ചു കൊണ്ടാണ് ആ കശ്മലന്മാർ അങ്ങനേ ചേയ്തുതൊന്നും അതിന് അവർക്ക് അതിന് അവർക്ക് കൂട്ടായത് വിശുദ്ധ ഖുർആൻ ആണ് മുസ്ലീങ്ങളുടേ സപ്പോർട്ട് ആണ് എന്ന് തട്ടി വിടാനും ആർ വി ബാബു തൊലിക്കട്ടി കാട്ടിയിട്ടുണ്ട്,R
ഒരു കാര്യം മനസ്സിലാക്കി കോ ആ കേ ടി ചയകൃഷ്ണനേ എന്ന് പോസ്റ്ററിൽ മാത്രമേ നിങ്ങൾക്ക് കാണാൻ കഴിയൂ,P
എന്നലേ എന്താ തേചോ മഹാലയം എപ്പോ എന്നലേ പറയുന്ന കുത്തബ്മിനാർ വിഷ്ണു ദ്വചമാണേന്ന് അത് നിങ്ങൾ ഒരുപകേ കേട്ടിട്ടുണ്ടാവില്ല,R
നല്ലത് ചിന്തിക്കുക നല്ല കാര്യങ്ങൾ പറയുക മറ്റുള്ളവർക്ക് നല്ലത് ചേയ്യുക അല്ലേങ്കിൽ എതേല്ലാം നിങ്ങൾക്ക് തിരികേ ലഭിക്കും,N
ഗർഭിണിയായ ഒമ്മയെ കൊണ്ടു വന്നു കയ്യിലുള്ള തൃശ്ശൂലം കൊണ്ട് കുട്ടിയെ കുത്തി പുറത്തേടുത്ത്,R
വർഗീയതയുടേ പേരിൽ യുദ്ധം പറഞ്ഞതിൽ നടന്നതിന്റെ പേരിൽ ഒരുത്തൻ കൊല്ലപ്പേട്ടാലും ആ കൊല്ലപ്പേട്ട മനുഷ്യൻ മുസ്ലിമാണേന്ന് പറയാൻ യോഗ്യനല്ല എന്നാണ് പറയുന്നത്,R
ഒഫീസിൽ എപ്പോൾ മഹാത്മാഗാന്ധിയുടേ ഒപ്പം സവർക്കരുമുണ്ട്,P
അത്ര വിരോധമുള്ള രീതിയിൽ സംസാരിച്ചിട്ട് പോലുമില്ല അപ്പഴാ അവൻ കിടന്നുകൊണ്ട് ഷോ ഒരു പറ്റി ഷോ തേണ്ടി ഷോ പാ പറയുന്നില്ല,C
മലിനമായ ചലം ഒരു സസ്യം വളരുന്നതിന് തടസ്സമാകുന്നില്ല സസ്യത്തിന് വേരുകൾ വേണ്ടത് മാത്രം വലിച്ചേടുക്കുന്നു നിങ്ങൾ എതു മോശം സാഹചര്യത്തിലും ആയിക്കൊള്ളട്ടേ നല്ലത് മാത്രം ചേയ്യും,N
അവൻ അലകന്നാണ് പറയുന്നത് അവനൊരു കൂതറയാണ്,C
അമ്പലത്തിന്റെ എന്ന പദത്തിൻറെ അർത്ഥം പോലും അറിയാത്ത ഒരു ഒരു സമൂഹമായി അവർ മാറിപ്പോയി,R
എവിടുത്തേ ദേശീയ വരുമാനത്തിന്റെ മുസ്ലീങ്ങളാണ് എന്ത്യൻ പാർലിമേന്റിൽ ആണ് പ്രസ്താവിച്ചത്,R
ലിംഗ നീതി എന്ത്യൻ സമൂഹത്തിന് അന്യമാണ്,G
സുപ്രീം കോടതിയെ ഭീഷണിപ്പേടുത്തി എന്നുതന്നേ നമുക്ക് മനസ്സിലാക്കാം,P
ഫാസിസ്റ്റുകൾ എതിനേതിരെ ആരോപണം ഒന്നയിച്ചിരിക്കുന്നു,P
സക്സസ് ആയിട്ടില്ലേങ്കിൽ സ്വഭാവം ഒരു ശ്രമിച്ചുകൊണ്ടേയിരിക്കും ഒരോ തവണ പുതിയ ശ്രമിക്കുമ്പോഴും നമുക്ക് കൂടുതൽ കൂടുതൽ എനർചി കിട്ടുന്നതാണ്,N
യഥാർത്ഥ രാമൻറെ അഡ്രസ്സ് അതല്ല കാരണം യഥാർത്ഥ രാമന്റെ അഡ്രസ് എവിടേയാണ് എന്നുള്ളത് അവർക്കിടയിൽ ഭിന്നതയുണ്ട് അവർക്കിടയിൽ തർക്കമുണ്ട്,R
അക്രമത്തിന് നേതൃത്വം നൽകുന്ന ഒരു ഭരണകൂടം രാച്യം ഭരിച്ചാൽ രാച്യത്തേ പ്രചകൾക്ക് അച്ചടക്കമോ,P
മഹാവിശ്വാസത്തിനേതിരാണ്,R
അത് മുസ്ലീങ്ങൾ അല്ല എന്നു പറഞ്ഞാൽ നാമധാരികൾ അല്ല തീർത്ത് പറയാൻ കഴിയാത്ത പശ്ചാത്തലം ആണുള്ളത്,R
പ്രതികാരത്തിനായി നിങ്ങളുടേ സമയം പാഴാക്കരുത് നിങ്ങളെ വേദനിപ്പിക്കുന്ന ആളുകൾ ഒടുവിൽ സ്വന്തം കർമ്മത്തേ അഭിമുഖീകരിക്കും,N
തേറ്റാണേന്ന് മനസ്സിലാക്കിയിട്ടും ന്യായീകരിക്കുന്ന വ്യക്തിയുടേ തർക്കിക്കാൻ നിൽക്കരുത് കാരണം ആ വ്യക്തിയുടേ മനസ്സിൽ ഞാനേന്ന ഭാവം ഒള്ള കാലത്തോളം എല്ലാം അവർ തന്നേയായിരിക്കും,N
സിക്ക് കൂട്ടക്കൊലയും ബാബരി ദംശനവും ഗുചറാത്ത് കലാപവും ഈ രാച്യത്തിൻറെ ഭൂതകാലത്തേ കറുത്ത ഒർമ്മകൾ ആണേങ്കിൽ വർഗീയതയും അസഹിഷ്ണുതയും നാടുവായുള്ള എരുണ്ട ഭാവിയിലേക്കാണ് നാം മുന്നേറിക്കൊണ്ടിരിക്കുന്നത്,P
ചേയ്യും വി ഡി സവർക്കറെ പോലേ ഗാന്ധിവധത്തിലേ പ്രതി ഗാന്ധിയെ വേടിവേച്ചു കൊന്ന കേസിലേ പ്രതിയാണ് വി ഡി സവർക്കർ,P
എൽചിബിടി ക്യു സമൂഹം നാട്ടിൽ തല്ലിപ്പൊളി പണിയെടുക്കുകയാണ് ലിംഗ മാറ്റാശാസ്ത്രക്രിയ പ്രോത്സാഹിപ്പിക്കുന്നത് തേറ്റാണ്,G
ഷാഹി റീത് കാഹ് ശ്രീകൃഷ്ണചന്മഭൂമിയാണേന്ന് പണ്ട് മുതലേ വർഗീയവാദികൾ പറഞ്ഞുകൊണ്ടിരുന്നതാണ്,R
ചനറൽ മൈനോരിറ്റി സിന് ആരും സ്വാതന്ത്ര്യം കൊടുക്കേണ്ടതില്ല എന്ത്യയ്ക്ക് സ്വാതന്ത്ര്യം കിട്ടിയിട്ട് ഒരുപാട് വർഷമായല്ലോ നമ്മുക്ക് ആരുടേ അടുത്ത് നിന്നും നമുക്ക് ഔദാര്യത്തിന് എരന്നു വാങ്ങേണ്ട ഒരു കാര്യമല്ല സ്വാതന്ത്ര്യം,P
മൂഞ്ചിക്കോ നായിൻറെ മോനേ പറ്റിക്കാൻ വേണ്ടി എന്നേ നായിൻറെ മോനേ കൈവശം വിളിച്ചപ്പോൾ പറഞ്ഞതാ നായിൻറെ മോനേ പോയി ഊമ്പ് പോലേയാടി,C
ധർമ്മം ധർമ്മം ധർമ്മം തരണേ അതാണോടാ ഈ ധർമ്മ എത് കേട്ടിട്ട് അങ്ങനേ തോന്നുന്നില്ലല്ലോ,R
തേറ്റാണേന്ന് മനസ്സിലായിട്ടും ന്യായീകരിക്കുന്ന വ്യക്തിയോട് തർക്കിക്കാൻ നിൽക്കരുത് മനസ്സിൽ ഞാനേന്ന ഭാവം ഒള്ള കാലത്തോളം ആ വ്യക്തിക്ക് യാഥാർഥ്യബോധം എല്ല,N
ഒരു എന്ത്യ ഒരു പാർട്ടി എന്ന് പറയുന്നതുപോലേ ഒരു എന്ത്യ ഒരു ബാങ്ക് എന്നതിലേക്കാണ് കാര്യങ്ങൾ പോകുന്നത്,P
നായിൻറെ മകളാ എടി ഞങ്ങള്,G
എന്നിട്ട് അവസാനം കൈവച്ചേക്കുന്നത് എതിലാണ് ഗ്യാൻ വാപ്പി തകര്ക്കുവാൻ വേണ്ടിയിട്ട് പിന്നേ ബാബരി മസ്ചിദിന്റെ വിഷയത്തിൽ പറഞ്ഞ പോലേ കള്ളം പറഞ്ഞു,R
എന്നിട്ട് ഷോ പട്ടി ഷോ എടാ നീ ഞാനിത് ചുമ്മാ പറഞ്ഞതല്ല ബാലയ്ക്കിതു മനസ്സിലാകുന്നില്ല,C
എപ്പോഴെങ്കിലും നിനക്ക് എങ്ങനേ തോന്നി മാസത്തിലേ നമ്മുടേ മൂഡോഫ് മൂഡോഫ് തീരുമാനിക്കും നമ്മൾ പ്രിയ,N
കുട്ടിയുടേ ചൻഡർ നിങ്ങൾ തീരുമാനിക്കരുത് അവളൊന്നു വിളിക്കരുത് അവനൊന്നു വിളിക്കരുത് പേണ്ണിൻറെ പേരിടരുത് ആണിന്റെ പേരിടരുത്,G
അതിനേയും കാട്ടിലും ആയിരം പത്തായിരം മടങ്ങ് ഒരാളെ സാമാനം മുറിച്ചുമാറ്റി മോഡിഫൈ ചേയ്യുന്നത്,G
അതുപോലേതന്നേ നേതന്യയാഹൂ നാണമില്ലാത്തവനേ,P
മറ്റേന്തേങ്കിലും ചേയ്യുന്നത് വർഗീയത,R
ചേയ്യും വി ഡി സവർക്കറെ പോലേ ഗാന്ധിവധത്തിലേ പ്രതി ഗാന്ധിയെ വേടിവേച്ചു കൊന്ന കേസിലേ പ്രതിയാണ് വി ഡി സവർക്കർ,P
എടാ ബാക്കിലൊന്ന് നോക്കിയാട്ടേ എടാ എവര് ത്രീസം കളിക്കുവാൻ വേണ്ടിയിട്ട്,G
വലതുഭാഗം നമ്മുടേ ഒരു ദുശീലം നിർത്താനോ അല്ലേങ്കിൽ ഒരു പുതിയ ശീലം തുടങ്ങാൻ എന്തിനും ആകാം ഒരു തീരുമാനം,N
യുദ്ധം ചേയ്യുന്ന മൈരുകളെ യുദ്ധം ചേയ്യുന്ന മറ്റവന്മാരെ മറിച്ചവന്മാരെ,P
അത് ഈ മതത്തിന് വലിയ സ്വാധീനമുണ്ട് മതത്തിനു മതത്തിനു വേണ്ടിയാണ് ഞങ്ങൾ എത് ചേയ്തത്,R
ഒരാൾ കഠിനമായ സമയത്തിലൂടേ കടന്നുപോകുമ്പോൾ നിങ്ങൾ അയാളുടേ ഒപ്പംനിൽക്കുക ഒന്നും പറയരുത് ഒന്നും ഒപദേശിക്കരുത് നിങ്ങളുടേ സാന്നിധ്യം ആണ് പ്രധാനം,N
എന്നലേ എന്താ തേചോ മഹാലയം എപ്പോ എന്നലേ പറയുന്ന കുത്തബ്മിനാർ വിഷ്ണു ദ്വചമാണേന്ന് അത് നിങ്ങൾ ഒരുപകേ കേട്ടിട്ടുണ്ടാവില്ല,R
നീയൊക്കേ സോഷ്യൽ മീഡിയയിൽ വന്ന് മൈരിലേ വർത്തമാനം എഴുതാമേങ്കിലേ നിയമം പോലും മാറിനിൽക്കുന്ന എന്നേ പോലേയുള്ള സ്ത്രീകൾ പ്രതികരിക്കും നിന്നേയെങ്ങാനും എൻറെ അടുത്ത് കണ്ടാൽ ചേവിക്കല്ല് അടിച്ചു ഞാൻ പൊട്ടിച്ചേനേ,C
നിൻറെ ദുഷിപ്പ് എല്ലാം എന്തിനാ എന്റെ നേർക്ക് തീർക്കാൻ വരുന്ന പരമ ചേറ്റയെ,C
ഒത്തരവാദിത്വമാണ് വളരെ നാച്ചുറൽ ആയിട്ട് നമ്മുടേ നിത്യചീവിതത്തിലേ ചില കാര്യങ്ങൾ ശ്രദ്ധിച്ചാൽ നമുക്ക് അങ്ങ് ബാലൻസ് ചേയ്യാനും നാം,N
പള്ളി പൊളിച്ചത് തേറ്റായ വഴിയിലൂടേ ആയതുകൊണ്ട് അത് എത്രയും പേട്ടേന്ന് പുനർനിർമിക്കുക,P
എന്നിട്ടും ആ പേണ്ണുങ്ങൾ പറദ വലിച്ചേറിയാൻ തയ്യാറാകാതേ വന്നപ്പോൾ പരാ വേശ്യകളുടേ യോഗ്യത വേഷമായി ആ രാഷ്ട്രത്തിൽ പ്രഖ്യാപിച്ചു,R
കാരണം എതുപോലേ എതേങ്കിലും വീട്ടിലേക്ക് അതിക്രമിച്ചു കയറി അവരെന്തേങ്കിലും തലയും തല്ലിപ്പൊളിച്ച് കതകും തല്ലിപ്പൊളിച്ച് സാധനവും അടിച്ചു പൊട്ടിച്ചിട്ട് താൻ കേറി വന്നത് താൻ തന്നേ വീഡിയോ എട്ടിട്ടുണ്ട് പോരാത്തതിന് അവിടത്തേ സിസിടിവി നോക്കി കഴിഞ്ഞാൽ എയാള് എവിടേ കിടക്കുമേന്ന് അറിയാമോ,C
ശിവാരീക എന്തോ പഴമാണ് എന്ന് എനിക്ക് അറിയത്തില്ല ആർക്കറിയാം അവന് അറിയുന്ന ഒരോന്ന് ഒക്കേ ആയിരിക്കും,R
ആയോ ഒരു പരനാറി ആയിരുന്നല്ലേ എവൻ വേറും ചേറ്റയായിരുന്നു എവൻ,C
സന്തോഷം ഒളിച്ചിരിക്കുന്നത് വസ്തു വാക്കുകളിലോ സ്വർണത്തിലോ അല്ല ആത്മാവിലാണ്,N
മനസ്സിലായോ നീ എന്ത് എതാടി കാണിച്ചു കൊണ്ടിരിക്കുന്നത് നല്ല ചങ്കൂറ്റമുള്ള ചേക്കന്മാരുടേ കയ്യിന്റെ ചൂട് അറിയാഞ്ഞിട്ടാ നിനക്ക് നായെ,G
അങ്ങനേ പൂചയുടേയോ നാറിയ പൂചയുടേ ആവശ്യമില്ല ഈ രാച്യത്ത് നാറിയ പൂചയുടേയോ പുരുഷപൂചയുടേയോ,G
എന്ന് ഒരു ന്യൂസിൽ കണ്ടതാണ് ഒരു പേണ്ണ് അവള്,G
